Faculty,Department,Level,Semester,Course Code,Course Title,Unit,Course Type,Prerequisite,Interest Area
Faculty of Management and Social Sciences,Economics,100,First Semester,ECO103,Introduction to Economic History,2,Compulsory,None,Economic History
Faculty of Management and Social Sciences,Economics,100,First Semester,ECO105,Introduction to Social Sciences,2,Compulsory,None,Social Sciences
Faculty of Management and Social Sciences,Economics,100,First Semester,GST101,Use of English I,2,Compulsory,None,General Studies
Faculty of Management and Social Sciences,Economics,100,First Semester,GST103,Nigerian Peoples and Culture,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Economics,100,Second Semester,ECO102,Introduction to Microeconomics,3,Compulsory,ECO101,Economics
Faculty of Management and Social Sciences,Economics,100,Second Semester,MTH102,Mathematics for Economists II,3,Compulsory,MTH101,Mathematics
Faculty of Management and Social Sciences,Economics,100,Second Semester,ACC102,Principles of Accounting II,3,Compulsory,ACC101,Accounting
Faculty of Management and Social Sciences,Economics,100,Second Semester,ECO104,Introduction to African Economy,2,Compulsory,ECO101,Economics
Faculty of Management and Social Sciences,Economics,100,Second Semester,STA102,Introduction to Statistics,2,Compulsory,None,Statistics
Faculty of Management and Social Sciences,Economics,100,Second Semester,GST102,Use of English II,2,Compulsory,GST101,General Studies
Faculty of Management and Social Sciences,Economics,100,Second Semester,GST104,Logic Philosophy and Human Existence,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Economics,200,First Semester,ECO201,Microeconomics,3,Compulsory,ECO101,Economics
Faculty of Management and Social Sciences,Economics,200,First Semester,ECO203,Mathematical Economics I,3,Compulsory,MTH102,Mathematical Economics
Faculty of Management and Social Sciences,Economics,200,First Semester,ECO205,Introduction to Macroeconomics,3,Compulsory,ECO102,Economics
Faculty of Management and Social Sciences,Economics,200,First Semester,ECO207,Public Finance I,3,Compulsory,ECO101,Public Finance
Faculty of Management and Social Sciences,Economics,200,First Semester,ECO209,History of Economic Thought,2,Compulsory,ECO103,Economics
Faculty of Management and Social Sciences,Economics,200,First Semester,STA201,Statistical Methods,2,Compulsory,STA102,Statistics
Faculty of Management and Social Sciences,Economics,200,First Semester,GST201,Entrepreneurship Studies I,2,Compulsory,None,Entrepreneurship

Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO202,Statistics for Economics,3,Compulsory,ECO201,Economics
Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO204,Mathematical Economics II,3,Compulsory,ECO203,Mathematical Economics
Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO206,Intermediate Microeconomics,3,Compulsory,ECO201,Economics
Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO208,Public Finance II,3,Compulsory,ECO207,Public Finance
Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO210,Intermediate Macroeconomics,3,Compulsory,ECO205,Economics
Faculty of Management and Social Sciences,Economics,200,Second Semester,ECO212,Introduction to Econometrics,2,Compulsory,ECO202,Econometrics
Faculty of Management and Social Sciences,Economics,200,Second Semester,GST202,Entrepreneurship Studies II,2,Compulsory,GST201,Entrepreneurship

Faculty of Management and Social Sciences,Economics,300,First Semester,ECO301,Macroeconomics,3,Compulsory,ECO210,Economics
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO303,International Economics I,3,Compulsory,ECO205,International Economics
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO305,Monetary Economics I,3,Compulsory,ECO205,Monetary Economics
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO307,Research Methods in Economics,2,Compulsory,None,Research
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO309,Agricultural Economics,3,Compulsory,ECO201,Agricultural Economics
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO311,Development Economics I,3,Compulsory,ECO205,Development Economics
Faculty of Management and Social Sciences,Economics,300,First Semester,ECO313,Labour Economics,2,Compulsory,ECO201,Labour Economics

Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO302,Econometrics,3,Compulsory,ECO212,Econometrics
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO304,International Economics II,3,Compulsory,ECO303,International Economics
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO306,Monetary Economics II,3,Compulsory,ECO305,Monetary Economics
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO308,Industrial Economics,3,Compulsory,ECO201,Industrial Economics
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO310,Industrial Training Seminar,1,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO312,Development Economics II,3,Compulsory,ECO311,Development Economics
Faculty of Management and Social Sciences,Economics,300,Second Semester,ECO314,Population Economics,2,Compulsory,ECO201,Population Economics

Faculty of Management and Social Sciences,Economics,400,First Semester,ECO401,Development Economics,3,Elective,ECO311,Economics
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO403,Advanced Econometrics,3,Compulsory,ECO302,Econometrics
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO405,Labour Economics,3,Compulsory,ECO313,Labour Economics
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO407,Petroleum Economics,3,Compulsory,ECO301,Petroleum Economics
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO409,Environmental Economics,3,Elective,ECO301,Environmental Economics
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO411,Economics Seminar,2,Compulsory,ECO307,Research
Faculty of Management and Social Sciences,Economics,400,First Semester,ECO413,Industrial Attachment Report,2,Compulsory,None,Industrial Training

Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO402,Economics Project,6,Compulsory,ECO307,Research
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO404,Industrial Attachment Report and Seminar,2,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO406,Comparative Economic Systems,3,Compulsory,ECO301,Economics
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO408,Contemporary Issues in Economics,2,Elective,ECO301,Economics
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO410,Economic Policy Analysis,3,Compulsory,ECO401,Economic Policy
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO412,Project Defense and Presentation,2,Compulsory,ECO402,Research
Faculty of Management and Social Sciences,Economics,400,Second Semester,ECO414,International Finance and Trade,3,Compulsory,ECO304,International Economics

Faculty of Management and Social Sciences,Public Administration,100,First Semester,PAD101,Introduction to Public Administration,3,Compulsory,None,Public Administration
Faculty of Management and Social Sciences,Public Administration,100,First Semester,POL101,Introduction to Political Science,3,Compulsory,None,Political Science
Faculty of Management and Social Sciences,Public Administration,100,First Semester,ECO101,Principles of Economics,3,Compulsory,None,Economics
Faculty of Management and Social Sciences,Public Administration,100,First Semester,SOC101,Introduction to Sociology,2,Compulsory,None,Sociology
Faculty of Management and Social Sciences,Public Administration,100,First Semester,PAD103,Introduction to Public Service,2,Compulsory,None,Public Administration
Faculty of Management and Social Sciences,Public Administration,100,First Semester,GST101,Use of English I,2,Compulsory,None,General Studies
Faculty of Management and Social Sciences,Public Administration,100,First Semester,GST103,Nigerian Peoples and Culture,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Public Administration,100,Second Semester,PAD102,Introduction to Administrative Processes,3,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,POL102,Nigerian Government and Politics,3,Compulsory,POL101,Political Science
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,ECO102,Microeconomics,3,Compulsory,ECO101,Economics
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,SOC102,Social Institutions and Processes,2,Compulsory,SOC101,Sociology
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,PAD104,Introduction to Local Government Administration,2,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,GST102,Use of English II,2,Compulsory,GST101,General Studies
Faculty of Management and Social Sciences,Public Administration,100,Second Semester,GST104,Logic Philosophy and Human Existence,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Public Administration,200,First Semester,PAD201,Administrative Theory,3,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,200,First Semester,PAD203,Local Government Administration,3,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,200,First Semester,PAD205,Public Financial Administration,3,Compulsory,ECO102,Public Finance
Faculty of Management and Social Sciences,Public Administration,200,First Semester,PAD207,Public Service Management,3,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,200,First Semester,PAD209,Comparative Public Administration,3,Compulsory,PAD101,Public Administration
Faculty of Management and Social Sciences,Public Administration,200,First Semester,POL201,Political Theory,3,Compulsory,POL101,Political Science
Faculty of Management and Social Sciences,Public Administration,200,First Semester,GST201,Entrepreneurship Studies I,2,Compulsory,None,Entrepreneurship

Faculty of Management and Social Sciences,Public Administration,200,Second Semester,PAD202,Public Personnel Administration,3,Compulsory,PAD201,Public Administration
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,PAD204,Administrative Law,3,Compulsory,PAD201,Administrative Law
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,PAD206,Public Budgeting and Finance,3,Compulsory,PAD205,Public Finance
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,PAD208,Organization and Management,3,Compulsory,PAD201,Management
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,PAD210,Public Policy Process,3,Compulsory,PAD201,Public Policy
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,POL202,Nigerian Government and Politics,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Public Administration,200,Second Semester,GST202,Entrepreneurship Studies II,2,Compulsory,GST201,Entrepreneurship

Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD301,Public Policy Analysis,3,Compulsory,PAD201,Public Policy
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD303,Comparative Public Administration,3,Compulsory,PAD201,Public Administration
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD305,Research Methods in Public Administration,2,Compulsory,None,Research
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD307,Intergovernmental Relations,3,Compulsory,PAD203,Public Administration
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD309,Development Planning,3,Compulsory,PAD201,Development Administration
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD311,Public Sector Management,3,Compulsory,PAD208,Management
Faculty of Management and Social Sciences,Public Administration,300,First Semester,PAD313,Administrative Behaviour,2,Compulsory,PAD201,Public Administration

Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD302,Development Administration,3,Compulsory,PAD301,Public Administration
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD304,Public Enterprise Management,3,Compulsory,PAD208,Management
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD306,Urban and Regional Administration,3,Compulsory,PAD301,Public Administration
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD308,Project Planning and Evaluation,3,Compulsory,PAD301,Project Management
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD310,Industrial Training Seminar,1,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD312,Public Policy Implementation,3,Compulsory,PAD301,Public Policy
Faculty of Management and Social Sciences,Public Administration,300,Second Semester,PAD314,Public Administration Seminar,2,Compulsory,PAD305,Research

Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD401,Public Sector Reform and Governance,3,Compulsory,PAD301,Governance
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD403,Public Policy Implementation,3,Compulsory,PAD301,Public Policy
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD405,Conflict Management and Resolution,3,Compulsory,PAD301,Conflict Management
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD407,International Public Administration,3,Elective,PAD303,Public Administration
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD411,Public Sector Accounting,3,Compulsory,PAD301,Accounting
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD413,Public Administration Seminar,2,Compulsory,PAD305,Research
Faculty of Management and Social Sciences,Public Administration,400,First Semester,PAD415,Leadership and Governance,3,Compulsory,PAD311,Leadership

Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD402,Public Administration Project,6,Compulsory,PAD305,Research
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD404,Industrial Attachment Report and Seminar,2,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD406,Contemporary Issues in Public Administration,2,Elective,PAD301,Public Administration
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD408,E-Government and Public Sector Innovation,3,Compulsory,PAD401,E-Government
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD410,Public Administration Seminar II,2,Compulsory,PAD413,Research
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD412,Project Defense and Presentation,2,Compulsory,PAD402,Research
Faculty of Management and Social Sciences,Public Administration,400,Second Semester,PAD414,Public Administration Consultancy,3,Elective,PAD401,Public Administration

Faculty of Management and Social Sciences,Political Science,100,First Semester,POL101,Introduction to Political Science,3,Compulsory,None,Political Science
Faculty of Management and Social Sciences,Political Science,100,First Semester,HIS101,Introduction to African History,2,Compulsory,None,History
Faculty of Management and Social Sciences,Political Science,100,First Semester,SOC101,Introduction to Sociology,2,Compulsory,None,Sociology
Faculty of Management and Social Sciences,Political Science,100,First Semester,ECO101,Principles of Economics,3,Compulsory,None,Economics
Faculty of Management and Social Sciences,Political Science,100,First Semester,POL103,Introduction to Government,2,Compulsory,None,Political Science
Faculty of Management and Social Sciences,Political Science,100,First Semester,GST101,Use of English I,2,Compulsory,None,General Studies
Faculty of Management and Social Sciences,Political Science,100,First Semester,GST103,Nigerian Peoples and Culture,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Political Science,100,Second Semester,POL102,Introduction to Nigerian Government,3,Compulsory,POL101,Political Science
Faculty of Management and Social Sciences,Political Science,100,Second Semester,HIS102,Nigerian Constitutional Development,2,Compulsory,HIS101,History
Faculty of Management and Social Sciences,Political Science,100,Second Semester,SOC102,Social Institutions and Processes,2,Compulsory,SOC101,Sociology
Faculty of Management and Social Sciences,Political Science,100,Second Semester,ECO102,Microeconomics,3,Compulsory,ECO101,Economics
Faculty of Management and Social Sciences,Political Science,100,Second Semester,POL104,Introduction to Public Administration,2,Compulsory,POL101,Public Administration
Faculty of Management and Social Sciences,Political Science,100,Second Semester,GST102,Use of English II,2,Compulsory,GST101,General Studies
Faculty of Management and Social Sciences,Political Science,100,Second Semester,GST104,Logic Philosophy and Human Existence,2,Compulsory,None,General Studies

Faculty of Management and Social Sciences,Political Science,200,First Semester,POL201,Political Theory,3,Compulsory,POL101,Political Science
Faculty of Management and Social Sciences,Political Science,200,First Semester,POL203,Introduction to Public Administration,3,Compulsory,POL101,Public Administration
Faculty of Management and Social Sciences,Political Science,200,First Semester,POL205,Political Behaviour,3,Compulsory,POL101,Political Science
Faculty of Management and Social Sciences,Political Science,200,First Semester,POL207,Research Methods in Political Science,2,Compulsory,None,Research
Faculty of Management and Social Sciences,Political Science,200,First Semester,POL209,Comparative Politics,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Political Science,200,First Semester,SOC201,Political Sociology,3,Compulsory,SOC102,Sociology
Faculty of Management and Social Sciences,Political Science,200,First Semester,GST201,Entrepreneurship Studies I,2,Compulsory,None,Entrepreneurship

Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL202,Nigerian Government and Politics,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL204,Political Institutions,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL206,Public Policy Analysis,3,Compulsory,POL203,Public Policy
Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL208,Local Government Administration,3,Compulsory,POL203,Public Administration
Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL210,Politics of Development and Underdevelopment,3,Compulsory,POL201,Development Studies
Faculty of Management and Social Sciences,Political Science,200,Second Semester,POL212,Political Economy,3,Compulsory,ECO102,Political Economy
Faculty of Management and Social Sciences,Political Science,200,Second Semester,GST202,Entrepreneurship Studies II,2,Compulsory,GST201,Entrepreneurship

Faculty of Management and Social Sciences,Political Science,300,First Semester,POL301,Comparative Politics,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL303,Political Parties and Pressure Groups,3,Compulsory,POL201,Political Science
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL305,International Organization,3,Compulsory,POL201,International Relations
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL307,Legislative Studies,3,Compulsory,POL202,Political Science
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL309,Development Administration,3,Compulsory,POL203,Public Administration
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL311,Public Opinion and Propaganda,2,Compulsory,POL205,Political Science
Faculty of Management and Social Sciences,Political Science,300,First Semester,POL313,Research Seminar in Political Science,2,Compulsory,POL207,Research

Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL302,Public Administration and Policy,3,Compulsory,POL301,Political Science
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL304,Political Economy,3,Compulsory,ECO102,Political Economy
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL306,Foreign Policy Analysis,3,Compulsory,POL305,International Relations
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL308,Conflict and Peace Studies,3,Compulsory,POL301,Conflict Studies
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL310,Industrial Training Seminar,1,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL312,Electoral Systems and Processes,3,Compulsory,POL202,Political Science
Faculty of Management and Social Sciences,Political Science,300,Second Semester,POL314,Political Communication,2,Compulsory,POL205,Political Science

Faculty of Management and Social Sciences,Political Science,400,First Semester,POL401,International Relations,3,Elective,POL305,International Relations
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL403,Comparative Government,3,Compulsory,POL301,Political Science
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL405,Democratization and Governance,3,Compulsory,POL301,Governance
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL407,Strategic Studies,3,Elective,POL306,International Relations
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL409,Contemporary Political Issues,2,Compulsory,POL301,Political Science
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL411,Political Science Seminar,2,Compulsory,POL313,Research
Faculty of Management and Social Sciences,Political Science,400,First Semester,POL413,Human Rights and Constitutional Development,3,Compulsory,POL202,Political Science

Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL402,Political Science Project,6,Compulsory,POL207,Research
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL404,Industrial Attachment Report and Seminar,2,Compulsory,None,Industrial Training
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL406,Nigerian Foreign Policy,3,Compulsory,POL306,International Relations
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL408,Contemporary Issues in International Relations,2,Elective,POL401,International Relations
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL410,Seminar in Political Science,2,Compulsory,POL313,Research
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL412,Project Defense and Presentation,2,Compulsory,POL402,Research
Faculty of Management and Social Sciences,Political Science,400,Second Semester,POL414,Peace and Conflict Resolution,3,Compulsory,POL308,Conflict Studies


Faculty of Law,Law,100,First Semester,LAW101,Introduction to Law,3,Compulsory,None,Law
Faculty of Law,Law,100,First Semester,LAW103,Legal Methods I,3,Compulsory,None,Law
Faculty of Law,Law,100,First Semester,HIS101,Nigerian Legal History,2,Compulsory,None,Legal History
Faculty of Law,Law,100,First Semester,POL101,Introduction to Political Science,2,Compulsory,None,Political Science
Faculty of Law,Law,100,First Semester,SOC101,Introduction to Sociology,2,Compulsory,None,Sociology
Faculty of Law,Law,100,First Semester,GST101,Use of English I,2,Compulsory,None,General Studies
Faculty of Law,Law,100,First Semester,GST103,Nigerian Peoples and Culture,2,Compulsory,None,General Studies

Faculty of Law,Law,100,Second Semester,LAW102,Legal Methods II,3,Compulsory,LAW103,Law
Faculty of Law,Law,100,Second Semester,LAW104,Nigerian Legal System,3,Compulsory,LAW101,Law
Faculty of Law,Law,100,Second Semester,HIS102,Constitutional Development in Nigeria,2,Compulsory,HIS101,Legal History
Faculty of Law,Law,100,Second Semester,SOC102,Social Institutions and Processes,2,Compulsory,SOC101,Sociology
Faculty of Law,Law,100,Second Semester,ECO101,Principles of Economics,2,Compulsory,None,Economics
Faculty of Law,Law,100,Second Semester,GST102,Use of English II,2,Compulsory,GST101,General Studies
Faculty of Law,Law,100,Second Semester,GST104,Logic Philosophy and Human Existence,2,Compulsory,None,General Studies

Faculty of Law,Law,200,First Semester,LAW201,Constitutional Law I,4,Compulsory,LAW104,Public Law
Faculty of Law,Law,200,First Semester,LAW203,Law of Contract I,4,Compulsory,LAW104,Private Law
Faculty of Law,Law,200,First Semester,LAW205,Criminal Law I,4,Compulsory,LAW104,Criminal Law
Faculty of Law,Law,200,First Semester,LAW207,Islamic Law I,3,Compulsory,LAW104,Islamic Law
Faculty of Law,Law,200,First Semester,LAW209,Legal Research and Writing,2,Compulsory,LAW103,Research
Faculty of Law,Law,200,First Semester,LAW211,Jurisprudence I,3,Compulsory,LAW101,Jurisprudence

Faculty of Law,Law,200,Second Semester,LAW202,Constitutional Law II,4,Compulsory,LAW201,Public Law
Faculty of Law,Law,200,Second Semester,LAW204,Law of Contract II,4,Compulsory,LAW203,Private Law
Faculty of Law,Law,200,Second Semester,LAW206,Criminal Law II,4,Compulsory,LAW205,Criminal Law
Faculty of Law,Law,200,Second Semester,LAW208,Islamic Law II,3,Compulsory,LAW207,Islamic Law
Faculty of Law,Law,200,Second Semester,LAW210,Tort Law I,4,Compulsory,LAW104,Private Law
Faculty of Law,Law,200,Second Semester,LAW212,Jurisprudence II,3,Compulsory,LAW211,Jurisprudence

Faculty of Law,Public Law,300,First Semester,PUL301,Administrative Law,4,Compulsory,LAW202,Public Law
Faculty of Law,Public Law,300,First Semester,PUL303,Human Rights Law,4,Compulsory,LAW202,Public Law
Faculty of Law,Public Law,300,First Semester,PUL305,Environmental Law,3,Compulsory,LAW202,Public Law
Faculty of Law,Public Law,300,First Semester,PUL307,Legislative Drafting,3,Compulsory,LAW202,Public Law
Faculty of Law,Public Law,300,First Semester,PUL309,Public Revenue Law,3,Compulsory,LAW202,Public Law
Faculty of Law,Public Law,300,First Semester,PUL311,Legal Research Methods,2,Compulsory,LAW209,Research

Faculty of Law,Public Law,300,Second Semester,PUL302,Local Government Law,4,Compulsory,PUL301,Public Law
Faculty of Law,Public Law,300,Second Semester,PUL304,Labour Law,4,Compulsory,LAW204,Labour Law
Faculty of Law,Public Law,300,Second Semester,PUL306,Election Law,3,Elective,PUL301,Public Law
Faculty of Law,Public Law,300,Second Semester,PUL308,Public International Law I,4,Compulsory,LAW202,International Law
Faculty of Law,Public Law,300,Second Semester,PUL310,Taxation Law,3,Compulsory,PUL309,Public Law
Faculty of Law,Public Law,300,Second Semester,PUL312,Public Law Seminar,2,Compulsory,PUL311,Research

Faculty of Law,Public Law,400,First Semester,PUL401,Public International Law II,4,Compulsory,PUL308,International Law
Faculty of Law,Public Law,400,First Semester,PUL403,Conflict of Laws,4,Compulsory,PUL308,International Law
Faculty of Law,Public Law,400,First Semester,PUL405,Advanced Constitutional Law,4,Compulsory,PUL301,Public Law
Faculty of Law,Public Law,400,First Semester,PUL407,Jurisprudence,4,Compulsory,LAW212,Jurisprudence
Faculty of Law,Public Law,400,First Semester,PUL409,Law of the Sea,3,Elective,PUL308,International Law
Faculty of Law,Public Law,400,First Semester,PUL411,Public Law Seminar,2,Compulsory,PUL312,Research

Faculty of Law,Public Law,400,Second Semester,PUL402,Law Project,6,Compulsory,PUL411,Research
Faculty of Law,Public Law,400,Second Semester,PUL404,Law Clinic and Moot Court,3,Compulsory,PUL301,Practical Law
Faculty of Law,Public Law,400,Second Semester,PUL406,Legal Research and Writing,3,Compulsory,PUL411,Research
Faculty of Law,Public Law,400,Second Semester,PUL408,Seminar in Public Law,2,Compulsory,PUL411,Research
Faculty of Law,Public Law,400,Second Semester,PUL410,International Humanitarian Law,3,Compulsory,PUL401,International Law
Faculty of Law,Public Law,400,Second Semester,PUL412,Project Defense and Presentation,2,Compulsory,PUL402,Research

Faculty of Law,Private and Property Law,200,First Semester,PPL201,Law of Contract I,4,Compulsory,LAW104,Private Law
Faculty of Law,Private and Property Law,200,First Semester,PPL203,Law of Torts I,4,Compulsory,LAW104,Private Law
Faculty of Law,Private and Property Law,200,First Semester,PPL205,Family Law I,3,Compulsory,LAW104,Family Law
Faculty of Law,Private and Property Law,200,First Semester,PPL207,Equity and Trusts I,4,Compulsory,LAW104,Equity
Faculty of Law,Private and Property Law,200,First Semester,PPL209,Legal Research and Writing,2,Compulsory,LAW103,Research

Faculty of Law,Private and Property Law,200,Second Semester,PPL202,Law of Contract II,4,Compulsory,PPL201,Private Law
Faculty of Law,Private and Property Law,200,Second Semester,PPL204,Law of Torts II,4,Compulsory,PPL203,Private Law
Faculty of Law,Private and Property Law,200,Second Semester,PPL206,Family Law II,3,Compulsory,PPL205,Family Law
Faculty of Law,Private and Property Law,200,Second Semester,PPL208,Equity and Trusts II,4,Compulsory,PPL207,Equity
Faculty of Law,Private and Property Law,200,Second Semester,PPL210,Jurisprudence and Legal Theory,3,Compulsory,LAW101,Jurisprudence

Faculty of Law,Private and Property Law,300,First Semester,PPL301,Land Law I,4,Compulsory,PPL201,Property Law
Faculty of Law,Private and Property Law,300,First Semester,PPL303,Equity and Trusts I,4,Compulsory,PPL208,Equity and Trusts
Faculty of Law,Private and Property Law,300,First Semester,PPL305,Law of Evidence I,4,Compulsory,PPL204,Evidence Law
Faculty of Law,Private and Property Law,300,First Semester,PPL307,Commercial Transactions I,3,Compulsory,PPL202,Commercial Law
Faculty of Law,Private and Property Law,300,First Semester,PPL309,Property Law Seminar,2,Compulsory,PPL209,Research

Faculty of Law,Private and Property Law,300,Second Semester,PPL302,Land Law II,4,Compulsory,PPL301,Property Law
Faculty of Law,Private and Property Law,300,Second Semester,PPL304,Equity and Trusts II,4,Compulsory,PPL303,Equity and Trusts
Faculty of Law,Private and Property Law,300,Second Semester,PPL306,Law of Evidence II,4,Compulsory,PPL305,Evidence Law
Faculty of Law,Private and Property Law,300,Second Semester,PPL308,Commercial Transactions II,3,Compulsory,PPL307,Commercial Law
Faculty of Law,Private and Property Law,300,Second Semester,PPL310,Alternative Dispute Resolution,3,Compulsory,PPL305,Dispute Resolution

Faculty of Law,Private and Property Law,400,First Semester,PPL401,Conveyancing Law and Practice,4,Compulsory,PPL302,Property Law
Faculty of Law,Private and Property Law,400,First Semester,PPL403,Law of Succession,4,Compulsory,PPL206,Succession Law
Faculty of Law,Private and Property Law,400,First Semester,PPL405,Conflict of Laws,4,Compulsory,PPL304,Private Law
Faculty of Law,Private and Property Law,400,First Semester,PPL407,Advanced Property Law,4,Compulsory,PPL302,Property Law
Faculty of Law,Private and Property Law,400,First Semester,PPL409,Private and Property Law Seminar,2,Compulsory,PPL309,Research

Faculty of Law,Private and Property Law,400,Second Semester,PPL402,Private and Property Law Project,6,Compulsory,PPL409,Research
Faculty of Law,Private and Property Law,400,Second Semester,PPL404,Legal Drafting and Conveyancing Practice,3,Compulsory,PPL401,Legal Practice
Faculty of Law,Private and Property Law,400,Second Semester,PPL406,Seminar in Private and Property Law,2,Compulsory,PPL409,Research
